mgen_id	preprocessing	sra_accession	r1_path	r2_path
SS01179	hfilt.dedup.deadapt.qtrim		
SS01180	hfilt.dedup.deadapt.qtrim		
SS01181	hfilt.dedup.deadapt.qtrim		
SS01182	hfilt.dedup.deadapt.qtrim		
SS01183	hfilt.dedup.deadapt.qtrim		
SS01184	hfilt.dedup.deadapt.qtrim		
SS01185	hfilt.dedup.deadapt.qtrim		
SS01185b	hfilt.dedup.deadapt.qtrim		
SS01188	hfilt.dedup.deadapt.qtrim		
SS01191	hfilt.dedup.deadapt.qtrim		
SS01194	hfilt.dedup.deadapt.qtrim		
SS01195	hfilt.dedup.deadapt.qtrim		
SS01197	hfilt.dedup.deadapt.qtrim		
SS01198	hfilt.dedup.deadapt.qtrim		
SS01199	hfilt.dedup.deadapt.qtrim		
SS01200	hfilt.dedup.deadapt.qtrim		
SS01201	hfilt.dedup.deadapt.qtrim		
SS01203	hfilt.dedup.deadapt.qtrim		
SS01204	hfilt.dedup.deadapt.qtrim		
SS01205	hfilt.dedup.deadapt.qtrim		
SS01206	hfilt.dedup.deadapt.qtrim		
SS01207	hfilt.dedup.deadapt.qtrim		
SS01208	hfilt.dedup.deadapt.qtrim		
SS01210	hfilt.dedup.deadapt.qtrim		
SS01211	hfilt.dedup.deadapt.qtrim		
SS01212	hfilt.dedup.deadapt.qtrim		
SS01213	hfilt.dedup.deadapt.qtrim		
SS01214	hfilt.dedup.deadapt.qtrim		
SS01216	hfilt.dedup.deadapt.qtrim		
SS01217	hfilt.dedup.deadapt.qtrim		
SS01218	hfilt.dedup.deadapt.qtrim		
SS01219	hfilt.dedup.deadapt.qtrim		
SS01220	hfilt.dedup.deadapt.qtrim		
SS01221	hfilt.dedup.deadapt.qtrim		
SS01222	hfilt.dedup.deadapt.qtrim		
SS01223	hfilt.dedup.deadapt.qtrim		
SS01224	hfilt.dedup.deadapt.qtrim		
SS01225	hfilt.dedup.deadapt.qtrim		
SS01226	hfilt.dedup.deadapt.qtrim		
SS01227	hfilt.dedup.deadapt.qtrim		
SS01228	hfilt.dedup.deadapt.qtrim		
SS01229	hfilt.dedup.deadapt.qtrim		
SS01230	hfilt.dedup.deadapt.qtrim		
SS01231	hfilt.dedup.deadapt.qtrim		
SS01232	hfilt.dedup.deadapt.qtrim		
SS01234	hfilt.dedup.deadapt.qtrim		
SS01236	hfilt.dedup.deadapt.qtrim		
SS01239	hfilt.dedup.deadapt.qtrim		
SS01240	hfilt.dedup.deadapt.qtrim		
SS01241	hfilt.dedup.deadapt.qtrim		
SS01242	hfilt.dedup.deadapt.qtrim		
SS01247	hfilt.dedup.deadapt.qtrim		
SS01248	hfilt.dedup.deadapt.qtrim		
SS01252	hfilt.dedup.deadapt.qtrim		
SS01255	hfilt.dedup.deadapt.qtrim		
SS01260	hfilt.dedup.deadapt.qtrim		
xjin_AB_P0R1a	dedup.deadapt.qtrim		
xjin_AB_P0R1b	dedup.deadapt.qtrim		
xjin_AB_P0R1c	dedup.deadapt.qtrim		
xjin_AB_P0R2a	dedup.deadapt.qtrim		
xjin_AB_P0R2b	dedup.deadapt.qtrim		
xjin_AB_P0R2c	dedup.deadapt.qtrim		
xjin_AB_P0R3a	dedup.deadapt.qtrim		
xjin_AB_P0R3b	dedup.deadapt.qtrim		
xjin_AB_P0R3c	dedup.deadapt.qtrim		
xjin_AB_P1R1a	dedup.deadapt.qtrim		
xjin_AB_P1R1b	dedup.deadapt.qtrim		
xjin_AB_P1R1c	dedup.deadapt.qtrim		
xjin_AB_P1R2a	dedup.deadapt.qtrim		
xjin_AB_P1R2b	dedup.deadapt.qtrim		
xjin_AB_P1R2c	dedup.deadapt.qtrim		
xjin_AB_P1R3a	dedup.deadapt.qtrim		
xjin_AB_P1R3b	dedup.deadapt.qtrim		
xjin_AB_P1R3c	dedup.deadapt.qtrim		
xjin_AB_P2R1a	dedup.deadapt.qtrim		
xjin_AB_P2R1b	dedup.deadapt.qtrim		
xjin_AB_P2R1c	dedup.deadapt.qtrim		
xjin_AB_P2R2a	dedup.deadapt.qtrim		
xjin_AB_P2R2b	dedup.deadapt.qtrim		
xjin_AB_P2R2c	dedup.deadapt.qtrim		
xjin_AB_P2R3a	dedup.deadapt.qtrim		
xjin_AB_P2R3b	dedup.deadapt.qtrim		
xjin_AB_P2R3c	dedup.deadapt.qtrim		
xjin_AB_P3R1a	dedup.deadapt.qtrim		
xjin_AB_P3R1b	dedup.deadapt.qtrim		
xjin_AB_P3R1c	dedup.deadapt.qtrim		
xjin_AB_P3R2a	dedup.deadapt.qtrim		
xjin_AB_P3R2b	dedup.deadapt.qtrim		
xjin_AB_P3R2c	dedup.deadapt.qtrim		
xjin_AB_P3R3a	dedup.deadapt.qtrim		
xjin_AB_P3R3b	dedup.deadapt.qtrim		
xjin_AB_P3R3c	dedup.deadapt.qtrim		
xjin_AB_P4R1a	dedup.deadapt.qtrim		
xjin_AB_P4R1b	dedup.deadapt.qtrim		
xjin_AB_P4R1c	dedup.deadapt.qtrim		
xjin_AB_P4R2a	dedup.deadapt.qtrim		
xjin_AB_P4R2b	dedup.deadapt.qtrim		
xjin_AB_P4R2c	dedup.deadapt.qtrim		
xjin_AB_P4R3a	dedup.deadapt.qtrim		
xjin_AB_P4R3b	dedup.deadapt.qtrim		
xjin_AB_P4R3c	dedup.deadapt.qtrim		
xjin_AB_P5R1a	dedup.deadapt.qtrim		
xjin_AB_P5R1b	dedup.deadapt.qtrim		
xjin_AB_P5R1c	dedup.deadapt.qtrim		
xjin_AB_P5R2a	dedup.deadapt.qtrim		
xjin_AB_P5R2b	dedup.deadapt.qtrim		
xjin_AB_P5R2c	dedup.deadapt.qtrim		
xjin_AB_P5R3a	dedup.deadapt.qtrim		
xjin_AB_P5R3b	dedup.deadapt.qtrim		
xjin_AB_P5R3c	dedup.deadapt.qtrim		
xjin_AS_P0R1a	dedup.deadapt.qtrim		
xjin_AS_P0R1b	dedup.deadapt.qtrim		
xjin_AS_P0R1c	dedup.deadapt.qtrim		
xjin_AS_P0R2a	dedup.deadapt.qtrim		
xjin_AS_P0R2b	dedup.deadapt.qtrim		
xjin_AS_P0R2c	dedup.deadapt.qtrim		
xjin_AS_P0R3a	dedup.deadapt.qtrim		
xjin_AS_P0R3b	dedup.deadapt.qtrim		
xjin_AS_P0R3c	dedup.deadapt.qtrim		
xjin_AS_P1R1a	dedup.deadapt.qtrim		
xjin_AS_P1R1b	dedup.deadapt.qtrim		
xjin_AS_P1R1c	dedup.deadapt.qtrim		
xjin_AS_P1R2a	dedup.deadapt.qtrim		
xjin_AS_P1R2b	dedup.deadapt.qtrim		
xjin_AS_P1R2c	dedup.deadapt.qtrim		
xjin_AS_P1R3a	dedup.deadapt.qtrim		
xjin_AS_P1R3b	dedup.deadapt.qtrim		
xjin_AS_P1R3c	dedup.deadapt.qtrim		
xjin_AS_P2R1a	dedup.deadapt.qtrim		
xjin_AS_P2R1b	dedup.deadapt.qtrim		
xjin_AS_P2R1c	dedup.deadapt.qtrim		
xjin_AS_P2R2a	dedup.deadapt.qtrim		
xjin_AS_P2R2b	dedup.deadapt.qtrim		
xjin_AS_P2R2c	dedup.deadapt.qtrim		
xjin_AS_P2R3a	dedup.deadapt.qtrim		
xjin_AS_P2R3b	dedup.deadapt.qtrim		
xjin_AS_P2R3c	dedup.deadapt.qtrim		
xjin_AS_P3R1a	dedup.deadapt.qtrim		
xjin_AS_P3R1b	dedup.deadapt.qtrim		
xjin_AS_P3R1c	dedup.deadapt.qtrim		
xjin_AS_P3R2a	dedup.deadapt.qtrim		
xjin_AS_P3R2b	dedup.deadapt.qtrim		
xjin_AS_P3R2c	dedup.deadapt.qtrim		
xjin_AS_P3R3a	dedup.deadapt.qtrim		
xjin_AS_P3R3b	dedup.deadapt.qtrim		
xjin_AS_P3R3c	dedup.deadapt.qtrim		
xjin_AS_P4R1a	dedup.deadapt.qtrim		
xjin_AS_P4R1b	dedup.deadapt.qtrim		
xjin_AS_P4R1c	dedup.deadapt.qtrim		
xjin_AS_P4R2a	dedup.deadapt.qtrim		
xjin_AS_P4R2b	dedup.deadapt.qtrim		
xjin_AS_P4R2c	dedup.deadapt.qtrim		
xjin_AS_P4R3a	dedup.deadapt.qtrim		
xjin_AS_P4R3b	dedup.deadapt.qtrim		
xjin_AS_P4R3c	dedup.deadapt.qtrim		
xjin_AS_P5R1a	dedup.deadapt.qtrim		
xjin_AS_P5R1b	dedup.deadapt.qtrim		
xjin_AS_P5R1c	dedup.deadapt.qtrim		
xjin_AS_P5R2a	dedup.deadapt.qtrim		
xjin_AS_P5R2b	dedup.deadapt.qtrim		
xjin_AS_P5R2c	dedup.deadapt.qtrim		
xjin_AS_P5R3a	dedup.deadapt.qtrim		
xjin_AS_P5R3b	dedup.deadapt.qtrim		
xjin_AS_P5R3c	dedup.deadapt.qtrim		
xjin_Flex_Innoculum_Rep1	dedup.deadapt.qtrim		
xjin_Flex_Innoculum_Rep2	dedup.deadapt.qtrim		
xjin_KAPA_Innoculum_Rep1	dedup.deadapt.qtrim		
xjin_KAPA_Innoculum_Rep2	dedup.deadapt.qtrim		
xjin_MB_P0R1a	dedup.deadapt.qtrim		
xjin_MB_P0R1b	dedup.deadapt.qtrim		
xjin_MB_P0R1c	dedup.deadapt.qtrim		
xjin_MB_P0R2a	dedup.deadapt.qtrim		
xjin_MB_P0R2b	dedup.deadapt.qtrim		
xjin_MB_P0R2c	dedup.deadapt.qtrim		
xjin_MB_P0R3a	dedup.deadapt.qtrim		
xjin_MB_P0R3b	dedup.deadapt.qtrim		
xjin_MB_P0R3c	dedup.deadapt.qtrim		
xjin_MB_P1R1a	dedup.deadapt.qtrim		
xjin_MB_P1R1b	dedup.deadapt.qtrim		
xjin_MB_P1R1c	dedup.deadapt.qtrim		
xjin_MB_P1R2a	dedup.deadapt.qtrim		
xjin_MB_P1R2b	dedup.deadapt.qtrim		
xjin_MB_P1R2c	dedup.deadapt.qtrim		
xjin_MB_P1R3a	dedup.deadapt.qtrim		
xjin_MB_P1R3b	dedup.deadapt.qtrim		
xjin_MB_P1R3c	dedup.deadapt.qtrim		
xjin_MB_P2R1a	dedup.deadapt.qtrim		
xjin_MB_P2R1b	dedup.deadapt.qtrim		
xjin_MB_P2R1c	dedup.deadapt.qtrim		
xjin_MB_P2R2a	dedup.deadapt.qtrim		
xjin_MB_P2R2b	dedup.deadapt.qtrim		
xjin_MB_P2R2c	dedup.deadapt.qtrim		
xjin_MB_P2R3a	dedup.deadapt.qtrim		
xjin_MB_P2R3b	dedup.deadapt.qtrim		
xjin_MB_P2R3c	dedup.deadapt.qtrim		
xjin_MB_P3R1a	dedup.deadapt.qtrim		
xjin_MB_P3R1b	dedup.deadapt.qtrim		
xjin_MB_P3R1c	dedup.deadapt.qtrim		
xjin_MB_P3R2a	dedup.deadapt.qtrim		
xjin_MB_P3R2b	dedup.deadapt.qtrim		
xjin_MB_P3R2c	dedup.deadapt.qtrim		
xjin_MB_P3R3a	dedup.deadapt.qtrim		
xjin_MB_P3R3b	dedup.deadapt.qtrim		
xjin_MB_P3R3c	dedup.deadapt.qtrim		
xjin_MB_P4R1a	dedup.deadapt.qtrim		
xjin_MB_P4R1b	dedup.deadapt.qtrim		
xjin_MB_P4R1c	dedup.deadapt.qtrim		
xjin_MB_P4R2a	dedup.deadapt.qtrim		
xjin_MB_P4R2b	dedup.deadapt.qtrim		
xjin_MB_P4R2c	dedup.deadapt.qtrim		
xjin_MB_P4R3a	dedup.deadapt.qtrim		
xjin_MB_P4R3b	dedup.deadapt.qtrim		
xjin_MB_P4R3c	dedup.deadapt.qtrim		
xjin_MB_P5R1a	dedup.deadapt.qtrim		
xjin_MB_P5R1b	dedup.deadapt.qtrim		
xjin_MB_P5R1c	dedup.deadapt.qtrim		
xjin_MB_P5R2a	dedup.deadapt.qtrim		
xjin_MB_P5R2b	dedup.deadapt.qtrim		
xjin_MB_P5R2c	dedup.deadapt.qtrim		
xjin_MB_P5R3a	dedup.deadapt.qtrim		
xjin_MB_P5R3b	dedup.deadapt.qtrim		
xjin_MB_P5R3c	dedup.deadapt.qtrim		
xjin_MS_P0R1a	dedup.deadapt.qtrim		
xjin_MS_P0R1b	dedup.deadapt.qtrim		
xjin_MS_P0R1c	dedup.deadapt.qtrim		
xjin_MS_P0R2a	dedup.deadapt.qtrim		
xjin_MS_P0R2b	dedup.deadapt.qtrim		
xjin_MS_P0R2c	dedup.deadapt.qtrim		
xjin_MS_P0R3a	dedup.deadapt.qtrim		
xjin_MS_P0R3b	dedup.deadapt.qtrim		
xjin_MS_P0R3c	dedup.deadapt.qtrim		
xjin_MS_P1R1a	dedup.deadapt.qtrim		
xjin_MS_P1R1b	dedup.deadapt.qtrim		
xjin_MS_P1R1c	dedup.deadapt.qtrim		
xjin_MS_P1R2a	dedup.deadapt.qtrim		
xjin_MS_P1R2b	dedup.deadapt.qtrim		
xjin_MS_P1R2c	dedup.deadapt.qtrim		
xjin_MS_P1R3a	dedup.deadapt.qtrim		
xjin_MS_P1R3b	dedup.deadapt.qtrim		
xjin_MS_P1R3c	dedup.deadapt.qtrim		
xjin_MS_P2R1a	dedup.deadapt.qtrim		
xjin_MS_P2R1b	dedup.deadapt.qtrim		
xjin_MS_P2R1c	dedup.deadapt.qtrim		
xjin_MS_P2R2a	dedup.deadapt.qtrim		
xjin_MS_P2R2b	dedup.deadapt.qtrim		
xjin_MS_P2R2c	dedup.deadapt.qtrim		
xjin_MS_P2R3a	dedup.deadapt.qtrim		
xjin_MS_P2R3b	dedup.deadapt.qtrim		
xjin_MS_P2R3c	dedup.deadapt.qtrim		
xjin_MS_P3R1a	dedup.deadapt.qtrim		
xjin_MS_P3R1b	dedup.deadapt.qtrim		
xjin_MS_P3R1c	dedup.deadapt.qtrim		
xjin_MS_P3R2a	dedup.deadapt.qtrim		
xjin_MS_P3R2b	dedup.deadapt.qtrim		
xjin_MS_P3R2c	dedup.deadapt.qtrim		
xjin_MS_P3R3a	dedup.deadapt.qtrim		
xjin_MS_P3R3b	dedup.deadapt.qtrim		
xjin_MS_P3R3c	dedup.deadapt.qtrim		
xjin_MS_P4R1a	dedup.deadapt.qtrim		
xjin_MS_P4R1b	dedup.deadapt.qtrim		
xjin_MS_P4R1c	dedup.deadapt.qtrim		
xjin_MS_P4R2a	dedup.deadapt.qtrim		
xjin_MS_P4R2b	dedup.deadapt.qtrim		
xjin_MS_P4R2c	dedup.deadapt.qtrim		
xjin_MS_P4R3a	dedup.deadapt.qtrim		
xjin_MS_P4R3b	dedup.deadapt.qtrim		
xjin_MS_P4R3c	dedup.deadapt.qtrim		
xjin_MS_P5R1a	dedup.deadapt.qtrim		
xjin_MS_P5R1b	dedup.deadapt.qtrim		
xjin_MS_P5R1c	dedup.deadapt.qtrim		
xjin_MS_P5R2a	dedup.deadapt.qtrim		
xjin_MS_P5R2b	dedup.deadapt.qtrim		
xjin_MS_P5R2c	dedup.deadapt.qtrim		
xjin_MS_P5R3a	dedup.deadapt.qtrim		
xjin_MS_P5R3b	dedup.deadapt.qtrim		
xjin_MS_P5R3c	dedup.deadapt.qtrim		
xjin_N_P0R1a	dedup.deadapt.qtrim		
xjin_N_P0R1b	dedup.deadapt.qtrim		
xjin_N_P0R1c	dedup.deadapt.qtrim		
xjin_N_P0R2a	dedup.deadapt.qtrim		
xjin_N_P0R2b	dedup.deadapt.qtrim		
xjin_N_P0R2c	dedup.deadapt.qtrim		
xjin_N_P0R3a	dedup.deadapt.qtrim		
xjin_N_P0R3b	dedup.deadapt.qtrim		
xjin_N_P0R3c	dedup.deadapt.qtrim		
xjin_N_P1R1a	dedup.deadapt.qtrim		
xjin_N_P1R1b	dedup.deadapt.qtrim		
xjin_N_P1R1c	dedup.deadapt.qtrim		
xjin_N_P1R2a	dedup.deadapt.qtrim		
xjin_N_P1R2b	dedup.deadapt.qtrim		
xjin_N_P1R2c	dedup.deadapt.qtrim		
xjin_N_P1R3a	dedup.deadapt.qtrim		
xjin_N_P1R3b	dedup.deadapt.qtrim		
xjin_N_P1R3c	dedup.deadapt.qtrim		
xjin_N_P2R1a	dedup.deadapt.qtrim		
xjin_N_P2R1b	dedup.deadapt.qtrim		
xjin_N_P2R1c	dedup.deadapt.qtrim		
xjin_N_P2R2a	dedup.deadapt.qtrim		
xjin_N_P2R2b	dedup.deadapt.qtrim		
xjin_N_P2R2c	dedup.deadapt.qtrim		
xjin_N_P2R3a	dedup.deadapt.qtrim		
xjin_N_P2R3b	dedup.deadapt.qtrim		
xjin_N_P2R3c	dedup.deadapt.qtrim		
xjin_N_P3R1a	dedup.deadapt.qtrim		
xjin_N_P3R1b	dedup.deadapt.qtrim		
xjin_N_P3R1c	dedup.deadapt.qtrim		
xjin_N_P3R2a	dedup.deadapt.qtrim		
xjin_N_P3R2b	dedup.deadapt.qtrim		
xjin_N_P3R2c	dedup.deadapt.qtrim		
xjin_N_P3R3a	dedup.deadapt.qtrim		
xjin_N_P3R3b	dedup.deadapt.qtrim		
xjin_N_P3R3c	dedup.deadapt.qtrim		
xjin_N_P4R1a	dedup.deadapt.qtrim		
xjin_N_P4R1b	dedup.deadapt.qtrim		
xjin_N_P4R1c	dedup.deadapt.qtrim		
xjin_N_P4R2a	dedup.deadapt.qtrim		
xjin_N_P4R2b	dedup.deadapt.qtrim		
xjin_N_P4R2c	dedup.deadapt.qtrim		
xjin_N_P4R3a	dedup.deadapt.qtrim		
xjin_N_P4R3b	dedup.deadapt.qtrim		
xjin_N_P4R3c	dedup.deadapt.qtrim		
xjin_N_P5R1a	dedup.deadapt.qtrim		
xjin_N_P5R1b	dedup.deadapt.qtrim		
xjin_N_P5R1c	dedup.deadapt.qtrim		
xjin_N_P5R2a	dedup.deadapt.qtrim		
xjin_N_P5R2b	dedup.deadapt.qtrim		
xjin_N_P5R2c	dedup.deadapt.qtrim		
xjin_N_P5R3a	dedup.deadapt.qtrim		
xjin_N_P5R3b	dedup.deadapt.qtrim		
xjin_N_P5R3c	dedup.deadapt.qtrim		
xjin_XT_Innoculum_Rep1	dedup.deadapt.qtrim		
xjin_XT_Innoculum_Rep2	dedup.deadapt.qtrim		
